pair,layer,positions,rec
13,5,all,-0.11236493064720217
13,6,last,-0.07175915984976683
13,6,all,0.18233890153377633
13,7,last,-0.01933582092072902
13,7,all,0.015116283371364501
13,8,last,-0.011422861066490769
13,8,all,-0.04050170581327589
13,9,last,-0.013768424689361196
13,9,all,-0.07899690362440487
13,10,last,-0.025963811441969135
13,10,all,-0.0655684996097161
13,11,last,-0.009249237888854416
13,11,all,0.5463751045676164
13,12,last,0.0908667455115743
13,12,all,-0.9130155056826398
13,13,last,0.026596243463166868
13,13,all,0.4583129666739528
13,14,last,0.12751209574493239
13,14,all,0.9270537433718888
13,15,last,0.1924996328773936
13,15,all,0.17054143869277652
13,16,last,-0.0414722284012482
13,16,all,0.665597386891254
13,17,last,-0.19692327933695647
13,17,all,-0.039367767423285044
13,18,last,-0.06315457799879658
13,18,all,-0.1002557553806985
13,19,last,-0.47953257290299006
13,19,all,-0.5862347278202052
13,20,last,-0.4445435769306427
13,20,all,-0.6065015041170005
13,21,last,0.8225693628504734
13,21,all,1.2052911012857896
13,22,last,-0.01641862367544335
13,22,all,0.06956784401640012
13,23,last,0.171233543216483
13,23,all,0.10373509655123496
13,24,last,0.06575668512975713
13,24,all,0.07509133029309172
13,25,last,-0.4148903642419204
13,25,all,-0.42688244629595407
13,26,last,0.08418439028454455
13,26,all,0.08585554203943886
13,27,last,0.07074424478014382
13,27,all,-0.009684477219821115
13,28,last,-0.1655535573577402
13,28,all,-0.06610362202439689
13,29,last,-0.5664746048465974
13,29,all,-0.5553853307617862
13,30,last,-0.9731972349917625
13,30,all,-0.9750466000425588
13,31,last,-0.4551939123110163
