neuron_id,layer,neuron_idx,kind,sets,freq_corr,freq_slope,direct_logit_std,abs_freq_corr_pctile
L22_N13045,22,13045,random,,-0.05945400148630142,-0.0010871191043406725,0.025353670120239258,57.199999999999996
L22_N13286,22,13286,random,,-0.08007453382015228,-0.0015346064465120435,0.026573412120342255,68.8
L22_N13409,22,13409,random,,-0.011643369682133198,-0.00021039810962975025,0.02505578100681305,13.600000000000001
L22_N13595,22,13595,random,,-0.02343548648059368,-0.0004247451142873615,0.025130387395620346,24.7
L22_N13627,22,13627,random,,-0.015178120695054531,-0.0002604937180876732,0.02379710227251053,17.7
L22_N13659,22,13659,random,,-0.1294424831867218,-0.002046664711087942,0.021923741325736046,87.7
L22_N13948,22,13948,random,,-0.0015421033604070544,-2.832072277669795e-05,0.025464527308940887,2.6
L22_N13955,22,13955,random,,-0.304128497838974,-0.00581691600382328,0.026520421728491783,99.7
L22_N13972,22,13972,random,,0.0711762085556984,0.0011638225987553596,0.022672360762953758,64.60000000000001
L22_N14053,22,14053,random,,-0.09697668254375458,-0.0017796495230868459,0.02544555813074112,76.2
L22_N14124,22,14124,random,,0.025030916556715965,0.0004504648095462471,0.02495334856212139,26.400000000000002
L22_N14262,22,14262,random,,-0.026997240260243416,-0.00048332917504012585,0.024823807179927826,28.7
L22_N14322,22,14322,random,,0.025999143719673157,0.0004456508031580597,0.02376733347773552,27.700000000000003
L23_N43,23,43,random,,0.07172881811857224,0.0012713659089058638,0.024576593190431595,65.0
L23_N641,23,641,random,,-0.13763318955898285,-0.0025359620340168476,0.025548439472913742,90.5
L23_N742,23,742,random,,0.07843777537345886,0.001414514146745205,0.025004997849464417,67.5
L23_N1122,23,1122,random,,0.08507034927606583,0.0015164236538112164,0.024716505780816078,71.2
L23_N1169,23,1169,random,,-0.09345954656600952,-0.0017030528979375958,0.0252667386084795,75.1
L23_N1225,23,1225,random,,-0.03647720813751221,-0.0006611753487959504,0.025132739916443825,36.7
L23_N1251,23,1251,random,,-0.14114440977573395,-0.002616415498778224,0.02570323646068573,91.60000000000001
L23_N1264,23,1264,random,,-0.011106920428574085,-0.00019981559307780117,0.02494482696056366,13.0
L23_N1293,23,1293,random,,0.13130779564380646,0.002387087093666196,0.02520707994699478,88.0
L23_N1476,23,1476,random,,-0.14791879057884216,-0.002727322280406952,0.02556571178138256,92.80000000000001
L23_N1801,23,1801,random,,-0.1124349907040596,-0.00204752990975976,0.02525070682168007,82.19999999999999
L23_N2103,23,2103,random,,0.05268120393157005,0.0009538976009935141,0.025106770917773247,51.800000000000004
L23_N2129,23,2129,random,,-0.10275756567716599,-0.0018350803293287754,0.024762019515037537,78.5
L23_N2579,23,2579,random,,-0.03092488832771778,-0.0005616350099444389,0.025182031095027924,32.4
L23_N2658,23,2658,random,,-0.015539021231234074,-0.0002779054921120405,0.024798089638352394,18.0
L23_N2785,23,2785,random,,0.013075041584670544,0.0002405066479695961,0.025505201891064644,15.6
L23_N3138,23,3138,random,,-0.06246792897582054,-0.0011266798246651888,0.025008531287312508,59.4
L23_N3143,23,3143,random,,-0.08735240250825882,-0.0014608869096264243,0.02318924106657505,72.0
L23_N3509,23,3509,random,,-0.02987545356154442,-0.0005319021292962134,0.02468663826584816,31.4
L23_N3788,23,3788,random,,-0.12396839261054993,-0.0022227780427783728,0.024861644953489304,86.3
L23_N3871,23,3871,random,,0.09740157425403595,0.0017853041645139456,0.025415051728487015,76.3
L23_N3878,23,3878,random,,-0.1455167829990387,-0.002679059747606516,0.025527840480208397,92.30000000000001
L23_N3908,23,3908,random,,-0.043624892830848694,-0.0007976003689691424,0.025351038202643394,43.6
L23_N4210,23,4210,random,,-0.01839330978691578,-0.00033089471980929375,0.024944491684436798,20.5
L23_N4342,23,4342,random,,0.07762245833873749,0.001402642927132547,0.02505558170378208,67.2
L23_N4347,23,4347,random,,-0.008241173811256886,-0.00014641847519669682,0.024634942412376404,10.0
L23_N4352,23,4352,random,,-0.03371824324131012,-0.0006007452611811459,0.024704163894057274,34.599999999999994
L23_N4469,23,4469,random,,0.10872312635183334,0.0019191141473129392,0.02447505295276642,81.2
