neuron_id,layer,neuron,score_last,score_all,abs_all
L16_N10397,16,10397,0.0005398003850132227,-0.04209189862012863,0.04209189862012863
L12_N10203,12,10203,-0.0006102031911723316,-0.04164954647421837,0.04164954647421837
L24_N398,24,398,-0.014474463649094105,-0.04164235293865204,0.04164235293865204
L23_N5263,23,5263,-0.0004571746685542166,0.041537605226039886,0.041537605226039886
L15_N5228,15,5228,-0.001337294583208859,0.04138118773698807,0.04138118773698807
L19_N6476,19,6476,0.00200182874687016,-0.04116477817296982,0.04116477817296982
L16_N14256,16,14256,0.0005001207464374602,-0.041148871183395386,0.041148871183395386
L17_N7241,17,7241,-0.0014311110135167837,-0.04086149111390114,0.04086149111390114
L22_N4108,22,4108,-0.040192801505327225,-0.04085586592555046,0.04085586592555046
L21_N10692,21,10692,-0.020876403898000717,-0.04085107892751694,0.04085107892751694
L13_N9720,13,9720,-0.02859196998178959,-0.040596794337034225,0.040596794337034225
L22_N7760,22,7760,0.012484041042625904,0.04057963564991951,0.04057963564991951
L21_N6737,21,6737,0.00011198835272807628,-0.03999563306570053,0.03999563306570053
L14_N4121,14,4121,0.0006342982524074614,-0.039583466947078705,0.039583466947078705
L18_N10041,18,10041,-0.006545463111251593,-0.039524760097265244,0.039524760097265244
L16_N2995,16,2995,0.0011122310534119606,0.03950667753815651,0.03950667753815651
L20_N9050,20,9050,-0.0019727428443729877,-0.03942807763814926,0.03942807763814926
L19_N4387,19,4387,0.0004405291401781142,0.038736771792173386,0.038736771792173386
L20_N5237,20,5237,-0.0182654969394207,-0.03872000426054001,0.03872000426054001
L15_N7441,15,7441,-0.001219769474118948,-0.038707830011844635,0.038707830011844635
L17_N5617,17,5617,-0.0005103530711494386,0.03854915127158165,0.03854915127158165
L17_N2547,17,2547,0.004556260071694851,0.038511939346790314,0.038511939346790314
L20_N12826,20,12826,0.007283142302185297,-0.038430728018283844,0.038430728018283844
L18_N11925,18,11925,0.0011553599033504725,0.03838428109884262,0.03838428109884262
L20_N14269,20,14269,-0.030453845858573914,-0.037656642496585846,0.037656642496585846
L17_N13086,17,13086,0.0002668476081453264,0.03740101307630539,0.03740101307630539
L20_N218,20,218,-0.009821821935474873,-0.03729613497853279,0.03729613497853279
L12_N2485,12,2485,0.004275494255125523,0.037134915590286255,0.037134915590286255
L20_N4991,20,4991,-3.1835585105000064e-05,0.03709026798605919,0.03709026798605919
L14_N10181,14,10181,-0.005776930600404739,-0.03628212958574295,0.03628212958574295
L15_N4689,15,4689,-0.00452397670596838,-0.036159150302410126,0.036159150302410126
L17_N7115,17,7115,0.0020722048357129097,0.03596993535757065,0.03596993535757065
L21_N4149,21,4149,0.010562984272837639,0.03595414385199547,0.03595414385199547
L15_N10424,15,10424,0.03630213066935539,0.035831913352012634,0.035831913352012634
L17_N6809,17,6809,-0.004512316547334194,-0.035667784512043,0.035667784512043
L12_N12301,12,12301,0.0029771572444587946,0.0356309674680233,0.0356309674680233
L14_N13798,14,13798,0.0003130353579763323,-0.03561802953481674,0.03561802953481674
L17_N10567,17,10567,0.012524080462753773,0.035342711955308914,0.035342711955308914
L14_N4914,14,4914,0.03334079310297966,0.03494634851813316,0.03494634851813316
L17_N8198,17,8198,-0.00040834155515767634,0.03493359684944153,0.03493359684944153
L20_N10788,20,10788,-0.00034285857691429555,-0.034847717732191086,0.034847717732191086
L21_N5205,21,5205,-0.01409585028886795,-0.03476555272936821,0.03476555272936821
L19_N5117,19,5117,0.004415000788867474,0.03458291292190552,0.03458291292190552
L19_N8853,19,8853,-0.0023809599224478006,0.03445474058389664,0.03445474058389664
L17_N11378,17,11378,-0.002580825239419937,0.034437961876392365,0.034437961876392365
L18_N9037,18,9037,0.03162261098623276,0.03431609272956848,0.03431609272956848
L23_N12220,23,12220,-0.003916169051080942,-0.034165967255830765,0.034165967255830765
L16_N10577,16,10577,-0.004365865141153336,-0.0341646783053875,0.0341646783053875
L21_N3112,21,3112,-0.03582913428544998,-0.034026991575956345,0.034026991575956345
L15_N2777,15,2777,6.511998071800917e-05,0.03387334197759628,0.03387334197759628
L13_N1281,13,1281,0.012252585962414742,0.033286143094301224,0.033286143094301224
L15_N13866,15,13866,-0.009451761841773987,-0.03327803313732147,0.03327803313732147
L14_N4503,14,4503,-0.027141917496919632,-0.03319070488214493,0.03319070488214493
L16_N9614,16,9614,-0.0004099539073649794,-0.03306445851922035,0.03306445851922035
L24_N2804,24,2804,0.036041755229234695,0.03292270004749298,0.03292270004749298
L16_N12230,16,12230,-0.02352200075984001,-0.032911889255046844,0.032911889255046844
L20_N5425,20,5425,-0.009997915476560593,-0.032794415950775146,0.032794415950775146
L19_N11929,19,11929,0.00048362649977207184,0.03273111581802368,0.03273111581802368
