pair,layer,positions,rec
11,6,all,-0.27465316562364506
11,7,last,0.003378920461423916
11,7,all,-0.04741971511836506
11,8,last,-0.0747608836885471
11,8,all,-0.1588382594752453
11,9,last,0.01496366606185719
11,9,all,0.055416872430946916
11,10,last,-0.013545906711919147
11,10,all,-0.21842044784533032
11,11,last,0.04063226286824487
11,11,all,-0.04547718621607892
11,12,last,-0.005920327963048422
11,12,all,-0.11442462688516705
11,13,last,-0.025194557237839893
11,13,all,-0.28877592811570985
11,14,last,-0.018714358836134693
11,14,all,-0.22330970745526357
11,15,last,0.00983948561669335
11,15,all,0.03453578464317818
11,16,last,-0.1117238284223469
11,16,all,-0.406063586078982
11,17,last,-0.060683329329722584
11,17,all,-0.07423382143801324
11,18,last,0.17207226235933046
11,18,all,0.09305219127212426
11,19,last,0.14747965141558453
11,19,all,0.12295527246150761
11,20,last,-0.18811982570714642
11,20,all,-0.18616580102240776
11,21,last,0.15327162057175436
11,21,all,0.2392203870339328
11,22,last,0.09430171178336108
11,22,all,0.0195664998561897
11,23,last,0.03172600228772529
11,23,all,-0.0064136132797470565
11,24,last,0.027520483401527112
11,24,all,0.11668264397442266
11,25,last,0.0778815365430742
11,25,all,0.06756093951413333
11,26,last,-0.01593809508232708
11,26,all,-0.11124462221000024
11,27,last,0.1683853130529217
11,27,all,0.15160905918032036
11,28,last,-0.10174846007374286
11,28,all,-0.08915876996290253
11,29,last,0.14095879798548683
11,29,all,0.13323615091624455
11,30,last,0.047444418134028485
11,30,all,0.06782979874081786
11,31,last,0.07231790075129137
11,31,all,0.07231790075129137
12,0,last,-0.004616541988949957
12,0,all,-0.37130968597522046
12,1,last,-0.004938962927109402
12,1,all,-0.11829943338445228
12,2,last,-0.005016034711524194
12,2,all,-0.16137792907263843
12,3,last,-0.00811385726503059
12,3,all,-0.1190658259450736
12,4,last,-0.00045303087772229344
12,4,all,0.10253895164731489
12,5,last,0.007105316941621307
12,5,all,0.8817013839919622
12,6,last,-0.00503517494256313
12,6,all,0.020611542642340226
12,7,last,0.00612494204716078
12,7,all,-0.05294136819343839
12,8,last,0.008925069299045574
12,8,all,0.009745783333878818
12,9,last,-0.0019268967824215845
12,9,all,-0.018410382015511966
12,10,last,-0.03182717311354717
12,10,all,-0.09417620326407691
12,11,last,-0.013639560228330015
12,11,all,0.004173830488460399
12,12,last,-0.008595360087857067
12,12,all,-0.03751073189689191
12,13,last,0.012874189388226789
12,13,all,-0.11939471777984763
12,14,last,-0.031807215506093764
12,14,all,-0.1034465800408872
12,15,last,-0.15591421048743664
12,15,all,-0.0003477596070081445
12,16,last,0.03748709609557337
12,16,all,0.020061278028646115
12,17,last,0.0670272840587725
12,17,all,0.07035407418038346
12,18,last,-0.22613042051257878
12,18,all,-0.33664413920506125
12,19,last,0.1348549158567176
12,19,all,0.17468471492822565
12,20,last,0.0027657633851262764
12,20,all,-0.025245658224201377
12,21,last,-0.008823033476638717
12,21,all,0.15674595910386527
12,22,last,-0.05311989682529979
12,22,all,-0.10095582976188087
12,23,last,0.015037171725028988
12,23,all,0.0179554439261559
12,24,last,0.008670354373885069
12,24,all,0.009778308103704768
12,25,last,0.004254682638792133
12,25,all,-0.004872074290524935
12,26,last,-0.1245691532290268
12,26,all,-0.16597519460114704
12,27,last,0.040168908111463036
12,27,all,-0.042931231704178396
12,28,last,0.061588120823355526
12,28,all,0.03095710997769005
12,29,last,-0.012308156221203445
12,29,all,0.0025620663711691995
12,30,last,-0.005798945087188009
12,30,all,0.003573263167925523
12,31,last,-0.08764883956219004
12,31,all,-0.08764883956219004
13,0,last,0.003651143215991114
13,0,all,0.49763240893887045
13,1,last,0.0014545232197433393
13,1,all,0.24754664136904106
13,2,last,0.009319530649172226
13,2,all,0.14963124175534204
13,3,last,0.002094635276582221
13,3,all,0.6668945528765388
13,4,last,0.004119607318215904
13,4,all,0.2789658038691694
13,5,last,-0.003775803741688499
13,5,all,0.23676079833728805
13,6,last,0.009417002770622488
13,6,all,0.1503762717206864
13,7,last,0.008545732870205379
13,7,all,0.19875752941114092
13,8,last,-0.007366816586460874
13,8,all,0.09840577802100682
13,9,last,0.023606755043646413
13,9,all,0.04625164977770377
13,10,last,-0.011524611767073669
13,10,all,0.04006831848068038
13,11,last,0.04843529605408259
13,11,all,0.14120622088739568
13,12,last,-0.009356985214359133
13,12,all,0.1317048607338861
13,13,last,0.03915857868047792
13,13,all,0.1975132368607524
13,14,last,-0.008798833222605454
13,14,all,0.12122285658071634
13,15,last,0.23798018698627596
13,15,all,0.37947865501558936
13,16,last,0.09719250958334842
13,16,all,0.13532991549144507
13,17,last,0.12096118229170721
13,17,all,0.2226612698248311
13,18,last,0.0242188889915505
13,18,all,0.09638768769165146
13,19,last,0.12813632626897364
13,19,all,0.07706395242909213
13,20,last,-0.003292786510219399
13,20,all,-0.020892370809671806
13,21,last,0.06759370099952923
13,21,all,0.14845683806981283
13,22,last,0.07243639577426765
13,22,all,0.07333115938914311
13,23,last,0.0001884009754883562
13,23,all,0.037822398348930565
13,24,last,-0.02074396273586646
13,24,all,0.020582298904803696
13,25,last,-0.005449526419739548
13,25,all,0.03301371728323988
13,26,last,0.018793674194695825
13,26,all,0.0010382360343828396
13,27,last,0.02822252253563345
13,27,all,0.03091253873924549
13,28,last,-0.03106089040557315
13,28,all,-0.025282169946028197
13,29,last,0.04098409388099579
13,29,all,0.07200798098120356
13,30,last,-0.028965239794392486
13,30,all,-0.003949707995410236
13,31,last,0.20780148132805315
13,31,all,0.20780148132805315
14,0,last,-2.871624178708604e-05
14,0,all,-0.16271310685423662
14,1,last,0.0055667306283489855
14,1,all,0.14730051271794642
14,2,last,0.0007870360388834428
14,2,all,0.39045973969139675
14,3,last,-0.005949858505993942
14,3,all,0.11221651312346012
14,4,last,5.215713564203966e-05
14,4,all,0.3188529466946734
14,5,last,-0.004436246502788365
14,5,all,0.30768622780970767
14,6,last,-0.010440028239166843
14,6,all,0.29363871022789045
14,7,last,-0.0070647918233024505
