neuron_id,layer,neuron,score_last,score_all,abs_all
L17_N11378,17,11378,-0.0018750432645902038,0.038312166929244995,0.038312166929244995
L19_N2606,19,2606,-0.004940939601510763,-0.038291480392217636,0.038291480392217636
L16_N11927,16,11927,-0.04014560952782631,-0.03827005252242088,0.03827005252242088
L18_N10041,18,10041,-0.007407015655189753,-0.037835743278265,0.037835743278265
L14_N4121,14,4121,0.0019957195036113262,-0.03781414031982422,0.03781414031982422
L20_N9050,20,9050,-0.003725523129105568,-0.037527259439229965,0.037527259439229965
L17_N6809,17,6809,-0.005495910532772541,-0.03748771920800209,0.03748771920800209
L13_N1281,13,1281,0.014489307999610901,0.03744066134095192,0.03744066134095192
L17_N9031,17,9031,0.03411295264959335,0.0372764952480793,0.0372764952480793
L20_N4991,20,4991,0.0027451938949525356,0.03700730577111244,0.03700730577111244
L15_N12538,15,12538,0.037389058619737625,0.03692540153861046,0.03692540153861046
L16_N14256,16,14256,-0.0012141162296757102,-0.03690067678689957,0.03690067678689957
L15_N4419,15,4419,-0.002533885184675455,-0.036571551114320755,0.036571551114320755
L17_N7241,17,7241,4.615085344994441e-05,-0.03612644225358963,0.03612644225358963
L13_N5418,13,5418,0.0029371485579758883,0.036094870418310165,0.036094870418310165
L15_N4816,15,4816,0.02945271134376526,0.035639338195323944,0.035639338195323944
L15_N4689,15,4689,-0.004479129798710346,-0.035607822239398956,0.035607822239398956
L16_N10397,16,10397,0.0005241628969088197,-0.03515123575925827,0.03515123575925827
L18_N7317,18,7317,-0.018151426687836647,-0.035115551203489304,0.035115551203489304
L16_N10577,16,10577,-0.0040831491351127625,-0.034799668937921524,0.034799668937921524
L19_N4387,19,4387,0.0020253839902579784,0.03478645533323288,0.03478645533323288
L15_N7441,15,7441,-0.0008589690551161766,-0.03475746512413025,0.03475746512413025
L15_N12980,15,12980,0.03269438073039055,0.034578654915094376,0.034578654915094376
L20_N7469,20,7469,-0.00014375042519532144,-0.03457610309123993,0.03457610309123993
L17_N12575,17,12575,-0.009414415806531906,-0.03432368487119675,0.03432368487119675
L22_N456,22,456,-0.026260126382112503,-0.034243978559970856,0.034243978559970856
L14_N8124,14,8124,0.008673049509525299,0.03418443724513054,0.03418443724513054
L17_N7115,17,7115,0.0009683027747087181,0.03414124995470047,0.03414124995470047
L21_N5205,21,5205,-0.016246573999524117,-0.034026969224214554,0.034026969224214554
L24_N398,24,398,-0.010148117318749428,-0.033522650599479675,0.033522650599479675
L17_N10567,17,10567,0.011565285734832287,0.033318765461444855,0.033318765461444855
L21_N10692,21,10692,-0.01593967154622078,-0.0332975760102272,0.0332975760102272
L17_N8198,17,8198,-0.0006020402652211487,0.033240560442209244,0.033240560442209244
L15_N6763,15,6763,4.728303611045703e-05,0.03303433582186699,0.03303433582186699
L20_N5425,20,5425,-0.011679930612444878,-0.03299535810947418,0.03299535810947418
L19_N11929,19,11929,0.0025820257142186165,0.032842569053173065,0.032842569053173065
L17_N5585,17,5585,-0.00460128765553236,-0.03250259906053543,0.03250259906053543
L15_N1030,15,1030,-0.000253093836363405,-0.03249035030603409,0.03249035030603409
L22_N7760,22,7760,0.00579679012298584,0.03235763683915138,0.03235763683915138
L15_N12757,15,12757,-0.03127552941441536,-0.032255057245492935,0.032255057245492935
L16_N12330,16,12330,-0.0028506473172456026,-0.03222892805933952,0.03222892805933952
L15_N5685,15,5685,0.0022201952524483204,0.032049521803855896,0.032049521803855896
L14_N10181,14,10181,-0.007744048722088337,-0.03198589012026787,0.03198589012026787
L14_N13493,14,13493,0.0016855925787240267,-0.03195049241185188,0.03195049241185188
L14_N1441,14,1441,0.002185979625210166,0.03192100673913956,0.03192100673913956
L23_N12220,23,12220,-0.0017243089387193322,-0.03184422105550766,0.03184422105550766
L12_N28,12,28,0.0038823257200419903,0.03183143585920334,0.03183143585920334
L16_N4864,16,4864,0.000833184807561338,0.03171316161751747,0.03171316161751747
L17_N12760,17,12760,0.00043507356895133853,-0.03165055066347122,0.03165055066347122
L25_N11944,25,11944,-0.002653274452313781,0.03164753317832947,0.03164753317832947
L13_N8812,13,8812,0.0025561791844666004,0.03152387589216232,0.03152387589216232
L17_N7829,17,7829,0.005154819693416357,0.03152209147810936,0.03152209147810936
L19_N5117,19,5117,0.00345497764647007,0.0313868448138237,0.0313868448138237
L19_N14096,19,14096,0.001139640575274825,0.03111904487013817,0.03111904487013817
L12_N3735,12,3735,0.007163666188716888,0.03106928989291191,0.03106928989291191
L19_N8064,19,8064,0.0013217038940638304,0.03087611496448517,0.03087611496448517
L12_N8804,12,8804,0.029257604852318764,0.03084571287035942,0.03084571287035942
L16_N11462,16,11462,0.0006094666896387935,-0.030718158930540085,0.030718158930540085
L19_N2110,19,2110,-0.00327468803152442,-0.030695533379912376,0.030695533379912376
L21_N4149,21,4149,0.0057685403153300285,0.030673250555992126,0.030673250555992126
L16_N10251,16,10251,-0.002769819926470518,-0.030634680762887,0.030634680762887
L20_N5240,20,5240,-0.011639927513897419,-0.030511945486068726,0.030511945486068726
L26_N7711,26,7711,-0.00020952308841515332,0.030428582802414894,0.030428582802414894
L19_N6476,19,6476,0.0035881497897207737,-0.030118394643068314,0.030118394643068314
L19_N8853,19,8853,-0.006250315811485052,0.02985486388206482,0.02985486388206482
L22_N12276,22,12276,-0.014817474409937859,-0.02972017228603363,0.02972017228603363
L16_N5323,16,5323,0.031504616141319275,0.029590923339128494,0.029590923339128494
L20_N218,20,218,-0.0043114349246025085,-0.029566219076514244,0.029566219076514244
L15_N1681,15,1681,-0.0003868090861942619,0.029554519802331924,0.029554519802331924
L20_N9379,20,9379,-0.011367838829755783,-0.029406536370515823,0.029406536370515823
L17_N10046,17,10046,0.003553712274879217,0.0292785856872797,0.0292785856872797
L14_N13899,14,13899,-0.0023603742010891438,-0.029193256050348282,0.029193256050348282
L17_N8305,17,8305,-0.009731654077768326,-0.02917882427573204,0.02917882427573204
L20_N7654,20,7654,-0.004650133196264505,-0.02916400507092476,0.02916400507092476
L20_N2771,20,2771,-0.00221606926061213,-0.02909880504012108,0.02909880504012108
