pair,arm,layer,group,pos,rank_unknown
32,uncertain,1,entity,35,48006
32,uncertain,1,entity,36,112080
32,uncertain,1,readout,46,15222
32,uncertain,2,entity,35,11077
32,uncertain,2,entity,36,79019
32,uncertain,2,readout,46,343
32,uncertain,3,entity,35,16703
32,uncertain,3,entity,36,107839
32,uncertain,3,readout,46,1053
32,uncertain,4,entity,35,8964
32,uncertain,4,entity,36,114264
32,uncertain,4,readout,46,503
32,uncertain,5,entity,35,14356
32,uncertain,5,entity,36,114130
32,uncertain,5,readout,46,451
32,uncertain,6,entity,35,36550
32,uncertain,6,entity,36,121827
32,uncertain,6,readout,46,327
32,uncertain,7,entity,35,1777
32,uncertain,7,entity,36,118339
32,uncertain,7,readout,46,608
32,uncertain,8,entity,35,250
32,uncertain,8,entity,36,28629
32,uncertain,8,readout,46,619
32,uncertain,9,entity,35,227
32,uncertain,9,entity,36,26691
32,uncertain,9,readout,46,146
32,uncertain,10,entity,35,193
32,uncertain,10,entity,36,13175
32,uncertain,10,readout,46,162
32,uncertain,11,entity,35,74
32,uncertain,11,entity,36,659
32,uncertain,11,readout,46,293
32,uncertain,12,entity,35,436
32,uncertain,12,entity,36,1667
32,uncertain,12,readout,46,240
32,uncertain,13,entity,35,6484
32,uncertain,13,entity,36,24175
32,uncertain,13,readout,46,161
32,uncertain,14,entity,35,3929
32,uncertain,14,entity,36,13396
32,uncertain,14,readout,46,23
32,uncertain,15,entity,35,2940
32,uncertain,15,entity,36,60721
32,uncertain,15,readout,46,20
32,uncertain,16,entity,35,7140
32,uncertain,16,entity,36,66434
32,uncertain,16,readout,46,26
32,uncertain,17,entity,35,6697
32,uncertain,17,entity,36,63588
32,uncertain,17,readout,46,3
32,uncertain,18,entity,35,5571
32,uncertain,18,entity,36,85374
32,uncertain,18,readout,46,3
32,uncertain,19,entity,35,7422
32,uncertain,19,entity,36,94639
32,uncertain,19,readout,46,2
32,uncertain,20,entity,35,17928
32,uncertain,20,entity,36,85727
32,uncertain,20,readout,46,2
32,uncertain,21,entity,35,9226
32,uncertain,21,entity,36,65306
32,uncertain,21,readout,46,2
32,uncertain,22,entity,35,9387
32,uncertain,22,entity,36,50943
32,uncertain,22,readout,46,3
32,uncertain,23,entity,35,5619
32,uncertain,23,entity,36,43990
32,uncertain,23,readout,46,2
32,uncertain,24,entity,35,7824
32,uncertain,24,entity,36,42254
32,uncertain,24,readout,46,14
32,uncertain,25,entity,35,9694
32,uncertain,25,entity,36,41546
32,uncertain,25,readout,46,17
32,uncertain,26,entity,35,19717
32,uncertain,26,entity,36,72436
32,uncertain,26,readout,46,18
32,uncertain,27,entity,35,11804
32,uncertain,27,entity,36,60493
32,uncertain,27,readout,46,10
32,uncertain,28,entity,35,9832
32,uncertain,28,entity,36,26037
32,uncertain,28,readout,46,7
32,uncertain,29,entity,35,8657
32,uncertain,29,entity,36,53763
32,uncertain,29,readout,46,18
32,uncertain,30,entity,35,7000
32,uncertain,30,entity,36,37733
32,uncertain,30,readout,46,48
32,control,0,entity,35,51640
32,control,0,readout,45,16914
32,control,1,entity,35,48006
32,control,1,readout,45,15541
32,control,2,entity,35,11077
32,control,2,readout,45,370
32,control,3,entity,35,16703
32,control,3,readout,45,1138
32,control,4,entity,35,8964
32,control,4,readout,45,496
32,control,5,entity,35,14356
32,control,5,readout,45,458
32,control,6,entity,35,36550
32,control,6,readout,45,284
32,control,7,entity,35,1777
32,control,7,readout,45,573
32,control,8,entity,35,250
32,control,8,readout,45,689
32,control,9,entity,35,227
32,control,9,readout,45,170
32,control,10,entity,35,193
32,control,10,readout,45,207
32,control,11,entity,35,74
32,control,11,readout,45,968
32,control,12,entity,35,436
32,control,12,readout,45,963
32,control,13,entity,35,6484
32,control,13,readout,45,37914
32,control,14,entity,35,3929
32,control,14,readout,45,7529
32,control,15,entity,35,2940
32,control,15,readout,45,6954
32,control,16,entity,35,7140
32,control,16,readout,45,36317
32,control,17,entity,35,6697
32,control,17,readout,45,16796
32,control,18,entity,35,5571
32,control,18,readout,45,9265
32,control,19,entity,35,7422
32,control,19,readout,45,6995
32,control,20,entity,35,17928
32,control,20,readout,45,6913
32,control,21,entity,35,9226
32,control,21,readout,45,1349
32,control,22,entity,35,9387
32,control,22,readout,45,1524
32,control,23,entity,35,5619
32,control,23,readout,45,741
32,control,24,entity,35,7824
32,control,24,readout,45,746
32,control,25,entity,35,9694
32,control,25,readout,45,892
32,control,26,entity,35,19717
32,control,26,readout,45,1572
32,control,27,entity,35,11804
32,control,27,readout,45,230
32,control,28,entity,35,9832
32,control,28,readout,45,185
32,control,29,entity,35,8657
32,control,29,readout,45,187
32,control,30,entity,35,7000
32,control,30,readout,45,389
33,uncertain,0,entity,35,51640
33,uncertain,0,entity,36,110990
33,uncertain,0,entity,37,84659
33,uncertain,0,readout,47,16509
33,uncertain,1,entity,35,48006
33,uncertain,1,entity,36,124248
33,uncertain,1,entity,37,114050
33,uncertain,1,readout,47,16176
33,uncertain,2,entity,35,11077
33,uncertain,2,entity,36,110823
33,uncertain,2,entity,37,44935
33,uncertain,2,readout,47,360
33,uncertain,3,entity,35,16703
33,uncertain,3,entity,36,122183
33,uncertain,3,entity,37,118581
33,uncertain,3,readout,47,1101
33,uncertain,4,entity,35,8964
33,uncertain,4,entity,36,122818
33,uncertain,4,entity,37,113198
33,uncertain,4,readout,47,523
33,uncertain,5,entity,35,14356
33,uncertain,5,entity,36,123613
33,uncertain,5,entity,37,121345
33,uncertain,5,readout,47,447
33,uncertain,6,entity,35,36550
33,uncertain,6,entity,36,125784
33,uncertain,6,entity,37,122325
33,uncertain,6,readout,47,329
33,uncertain,7,entity,35,1777
33,uncertain,7,entity,36,122733
33,uncertain,7,entity,37,90462
33,uncertain,7,readout,47,633
33,uncertain,8,entity,35,250
33,uncertain,8,entity,36,57929
33,uncertain,8,entity,37,6778
33,uncertain,8,readout,47,596
33,uncertain,9,entity,35,227
33,uncertain,9,entity,36,62111
33,uncertain,9,entity,37,9480
33,uncertain,9,readout,47,140
33,uncertain,10,entity,35,193
33,uncertain,10,entity,36,54502
33,uncertain,10,entity,37,3060
33,uncertain,10,readout,47,169
33,uncertain,11,entity,35,74
33,uncertain,11,entity,36,10830
33,uncertain,11,entity,37,413
33,uncertain,11,readout,47,309
33,uncertain,12,entity,35,436
33,uncertain,12,entity,36,15494
33,uncertain,12,entity,37,4412
33,uncertain,12,readout,47,276
33,uncertain,13,entity,35,6484
33,uncertain,13,entity,36,55043
33,uncertain,13,entity,37,7321
33,uncertain,13,readout,47,1629
33,uncertain,14,entity,35,3929
33,uncertain,14,entity,36,44883
33,uncertain,14,entity,37,2231
33,uncertain,14,readout,47,32
33,uncertain,15,entity,35,2940
33,uncertain,15,entity,36,93106
33,uncertain,15,entity,37,11898
33,uncertain,15,readout,47,142
33,uncertain,16,entity,35,7140
33,uncertain,16,entity,36,107531
33,uncertain,16,entity,37,19725
33,uncertain,16,readout,47,803
33,uncertain,17,entity,35,6697
33,uncertain,17,entity,36,112901
33,uncertain,17,entity,37,44766
33,uncertain,17,readout,47,109
33,uncertain,18,entity,35,5571
33,uncertain,18,entity,36,121110
33,uncertain,18,entity,37,27124
33,uncertain,18,readout,47,219
33,uncertain,19,entity,35,7422
33,uncertain,19,entity,36,125956
33,uncertain,19,entity,37,32574
33,uncertain,19,readout,47,46
33,uncertain,20,entity,35,17928
33,uncertain,20,entity,36,124909
33,uncertain,20,entity,37,76276
33,uncertain,20,readout,47,36
33,uncertain,21,entity,35,9226
33,uncertain,21,entity,36,124401
33,uncertain,21,entity,37,46212
33,uncertain,21,readout,47,19
33,uncertain,22,entity,35,9387
33,uncertain,22,entity,36,116944
33,uncertain,22,entity,37,72974
33,uncertain,22,readout,47,18
33,uncertain,23,entity,35,5619
33,uncertain,23,entity,36,70200
33,uncertain,23,entity,37,37964
33,uncertain,23,readout,47,11
33,uncertain,24,entity,35,7824
33,uncertain,24,entity,36,89552
33,uncertain,24,entity,37,63766
33,uncertain,24,readout,47,19
33,uncertain,25,entity,35,9694
33,uncertain,25,entity,36,58921
33,uncertain,25,entity,37,79496
33,uncertain,25,readout,47,37
33,uncertain,26,entity,35,19717
33,uncertain,26,entity,36,89412
33,uncertain,26,entity,37,91221
33,uncertain,26,readout,47,69
33,uncertain,27,entity,35,11804
33,uncertain,27,entity,36,54910
33,uncertain,27,entity,37,58807
33,uncertain,27,readout,47,64
33,uncertain,28,entity,35,9832
33,uncertain,28,entity,36,54903
33,uncertain,28,entity,37,51458
33,uncertain,28,readout,47,78
33,uncertain,29,entity,35,8657
33,uncertain,29,entity,36,31557
33,uncertain,29,entity,37,37510
33,uncertain,29,readout,47,123
33,uncertain,30,entity,35,7000
33,uncertain,30,entity,36,50851
33,uncertain,30,entity,37,31160
33,uncertain,30,readout,47,101
33,control,0,entity,35,51640
33,control,0,readout,45,17217
33,control,1,entity,35,48006
33,control,1,readout,45,16439
33,control,2,entity,35,11077
33,control,2,readout,45,366
33,control,3,entity,35,16703
33,control,3,readout,45,1242
33,control,4,entity,35,8964
33,control,4,readout,45,539
33,control,5,entity,35,14356
33,control,5,readout,45,445
33,control,6,entity,35,36550
33,control,6,readout,45,273
33,control,7,entity,35,1777
33,control,7,readout,45,589
33,control,8,entity,35,250
33,control,8,readout,45,699
33,control,9,entity,35,227
33,control,9,readout,45,169
33,control,10,entity,35,193
33,control,10,readout,45,200
33,control,11,entity,35,74
33,control,11,readout,45,730
33,control,12,entity,35,436
33,control,12,readout,45,944
33,control,13,entity,35,6484
33,control,13,readout,45,13214
33,control,14,entity,35,3929
33,control,14,readout,45,1562
33,control,15,entity,35,2940
33,control,15,readout,45,2489
33,control,16,entity,35,7140
33,control,16,readout,45,26089
33,control,17,entity,35,6697
33,control,17,readout,45,14119
33,control,18,entity,35,5571
33,control,18,readout,45,10112
33,control,19,entity,35,7422
33,control,19,readout,45,5850
33,control,20,entity,35,17928
33,control,20,readout,45,5744
33,control,21,entity,35,9226
33,control,21,readout,45,1867
33,control,22,entity,35,9387
33,control,22,readout,45,3822
33,control,23,entity,35,5619
33,control,23,readout,45,1161
33,control,24,entity,35,7824
33,control,24,readout,45,1946
33,control,25,entity,35,9694
33,control,25,readout,45,2109
33,control,26,entity,35,19717
33,control,26,readout,45,10560
33,control,27,entity,35,11804
33,control,27,readout,45,1628
33,control,28,entity,35,9832
33,control,28,readout,45,1404
33,control,29,entity,35,8657
33,control,29,readout,45,1119
33,control,30,entity,35,7000
33,control,30,readout,45,961
34,uncertain,0,entity,35,51640
34,uncertain,0,entity,36,96593
34,uncertain,0,entity,37,94564
34,uncertain,0,entity,38,45989
34,uncertain,0,readout,48,15743
34,uncertain,1,entity,35,48006
34,uncertain,1,entity,36,122879
34,uncertain,1,entity,37,94177
34,uncertain,1,entity,38,110387
34,uncertain,1,readout,48,15654
34,uncertain,2,entity,35,11077
34,uncertain,2,entity,36,111462
34,uncertain,2,entity,37,79355
34,uncertain,2,entity,38,48901
34,uncertain,2,readout,48,341
34,uncertain,3,entity,35,16703
34,uncertain,3,entity,36,117671
34,uncertain,3,entity,37,82842
34,uncertain,3,entity,38,108970
34,uncertain,3,readout,48,1066
34,uncertain,4,entity,35,8964
34,uncertain,4,entity,36,119150
34,uncertain,4,entity,37,76471
34,uncertain,4,entity,38,93803
34,uncertain,4,readout,48,541
34,uncertain,5,entity,35,14356
34,uncertain,5,entity,36,119626
34,uncertain,5,entity,37,93373
34,uncertain,5,entity,38,88952
34,uncertain,5,readout,48,474
34,uncertain,6,entity,35,36550
34,uncertain,6,entity,36,123226
34,uncertain,6,entity,37,98935
34,uncertain,6,entity,38,117259
34,uncertain,6,readout,48,364
34,uncertain,7,entity,35,1777
34,uncertain,7,entity,36,117482
34,uncertain,7,entity,37,70970
34,uncertain,7,entity,38,113583
34,uncertain,7,readout,48,666
34,uncertain,8,entity,35,250
34,uncertain,8,entity,36,38473
34,uncertain,8,entity,37,87144
34,uncertain,8,entity,38,46182
34,uncertain,8,readout,48,642
34,uncertain,9,entity,35,227
34,uncertain,9,entity,36,40256
34,uncertain,9,entity,37,49415
34,uncertain,9,entity,38,62676
34,uncertain,9,readout,48,142
34,uncertain,10,entity,35,193
34,uncertain,10,entity,36,32219
34,uncertain,10,entity,37,24770
34,uncertain,10,entity,38,41779
34,uncertain,10,readout,48,160
34,uncertain,11,entity,35,74
34,uncertain,11,entity,36,5935
34,uncertain,11,entity,37,15741
34,uncertain,11,entity,38,21766
34,uncertain,11,readout,48,225
34,uncertain,12,entity,35,436
34,uncertain,12,entity,36,11582
34,uncertain,12,entity,37,35271
34,uncertain,12,entity,38,49980
34,uncertain,12,readout,48,167
34,uncertain,13,entity,35,6484
34,uncertain,13,entity,36,48001
34,uncertain,13,entity,37,82267
34,uncertain,13,entity,38,122789
34,uncertain,13,readout,48,1338
34,uncertain,14,entity,35,3929
34,uncertain,14,entity,36,37952
34,uncertain,14,entity,37,13954
34,uncertain,14,entity,38,121825
34,uncertain,14,readout,48,53
34,uncertain,15,entity,35,2940
34,uncertain,15,entity,36,75569
34,uncertain,15,entity,37,51344
34,uncertain,15,entity,38,126659
34,uncertain,15,readout,48,57
34,uncertain,16,entity,35,7140
34,uncertain,16,entity,36,98755
34,uncertain,16,entity,37,61068
34,uncertain,16,entity,38,127542
34,uncertain,16,readout,48,477
34,uncertain,17,entity,35,6697
34,uncertain,17,entity,36,110344
34,uncertain,17,entity,37,95160
34,uncertain,17,entity,38,126593
34,uncertain,17,readout,48,194
34,uncertain,18,entity,35,5571
34,uncertain,18,entity,36,116552
34,uncertain,18,entity,37,106575
34,uncertain,18,entity,38,127442
34,uncertain,18,readout,48,253
34,uncertain,19,entity,35,7422
34,uncertain,19,entity,36,123316
34,uncertain,19,entity,37,81221
34,uncertain,19,entity,38,127932
34,uncertain,19,readout,48,15
34,uncertain,20,entity,35,17928
34,uncertain,20,entity,36,117080
34,uncertain,20,entity,37,91249
34,uncertain,20,entity,38,127906
34,uncertain,20,readout,48,11
34,uncertain,21,entity,35,9226
34,uncertain,21,entity,36,99565
34,uncertain,21,entity,37,63959
34,uncertain,21,entity,38,122914
34,uncertain,21,readout,48,7
34,uncertain,22,entity,35,9387
34,uncertain,22,entity,36,79412
34,uncertain,22,entity,37,49208
34,uncertain,22,entity,38,123924
34,uncertain,22,readout,48,94
34,uncertain,23,entity,35,5619
34,uncertain,23,entity,36,12270
34,uncertain,23,entity,37,27825
34,uncertain,23,entity,38,115858
34,uncertain,23,readout,48,77
34,uncertain,24,entity,35,7824
34,uncertain,24,entity,36,29305
34,uncertain,24,entity,37,54980
34,uncertain,24,entity,38,122929
34,uncertain,24,readout,48,58
34,uncertain,25,entity,35,9694
34,uncertain,25,entity,36,33717
34,uncertain,25,entity,37,42477
34,uncertain,25,entity,38,116273
34,uncertain,25,readout,48,40
34,uncertain,26,entity,35,19717
34,uncertain,26,entity,36,44455
34,uncertain,26,entity,37,48494
34,uncertain,26,entity,38,120150
34,uncertain,26,readout,48,34
34,uncertain,27,entity,35,11804
34,uncertain,27,entity,36,24082
34,uncertain,27,entity,37,27929
34,uncertain,27,entity,38,102173
34,uncertain,27,readout,48,29
34,uncertain,28,entity,35,9832
34,uncertain,28,entity,36,31181
34,uncertain,28,entity,37,33480
34,uncertain,28,entity,38,56839
34,uncertain,28,readout,48,23
34,uncertain,29,entity,35,8657
34,uncertain,29,entity,36,11749
34,uncertain,29,entity,37,17034
34,uncertain,29,entity,38,63797
34,uncertain,29,readout,48,44
34,uncertain,30,entity,35,7000
34,uncertain,30,entity,36,23219
34,uncertain,30,entity,37,7664
34,uncertain,30,entity,38,39914
34,uncertain,30,readout,48,54
34,control,0,entity,35,51640
34,control,0,entity,36,57049
34,control,0,readout,46,16454
34,control,1,entity,35,48006
34,control,1,entity,36,119991
34,control,1,readout,46,16172
34,control,2,entity,35,11077
34,control,2,entity,36,90480
34,control,2,readout,46,351
34,control,3,entity,35,16703
34,control,3,entity,36,113155
34,control,3,readout,46,1153
34,control,4,entity,35,8964
34,control,4,entity,36,114972
34,control,4,readout,46,517
34,control,5,entity,35,14356
34,control,5,entity,36,120395
34,control,5,readout,46,457
34,control,6,entity,35,36550
34,control,6,entity,36,124642
34,control,6,readout,46,319
34,control,7,entity,35,1777
34,control,7,entity,36,119201
34,control,7,readout,46,621
34,control,8,entity,35,250
34,control,8,entity,36,67464
34,control,8,readout,46,729
34,control,9,entity,35,227
34,control,9,entity,36,62540
34,control,9,readout,46,178
34,control,10,entity,35,193
34,control,10,entity,36,21294
34,control,10,readout,46,215
34,control,11,entity,35,74
34,control,11,entity,36,7181
34,control,11,readout,46,612
34,control,12,entity,35,436
34,control,12,entity,36,20851
34,control,12,readout,46,771
34,control,13,entity,35,6484
34,control,13,entity,36,38840
34,control,13,readout,46,14146
34,control,14,entity,35,3929
34,control,14,entity,36,26745
34,control,14,readout,46,2078
34,control,15,entity,35,2940
34,control,15,entity,36,24985
34,control,15,readout,46,2377
34,control,16,entity,35,7140
34,control,16,entity,36,32975
34,control,16,readout,46,17582
34,control,17,entity,35,6697
34,control,17,entity,36,31810
34,control,17,readout,46,8585
34,control,18,entity,35,5571
34,control,18,entity,36,26573
34,control,18,readout,46,5134
34,control,19,entity,35,7422
34,control,19,entity,36,26226
34,control,19,readout,46,4843
34,control,20,entity,35,17928
34,control,20,entity,36,35114
34,control,20,readout,46,5189
34,control,21,entity,35,9226
34,control,21,entity,36,29634
34,control,21,readout,46,1369
34,control,22,entity,35,9387
34,control,22,entity,36,44433
34,control,22,readout,46,2499
34,control,23,entity,35,5619
34,control,23,entity,36,23970
34,control,23,readout,46,1182
34,control,24,entity,35,7824
34,control,24,entity,36,54590
34,control,24,readout,46,1648
34,control,25,entity,35,9694
34,control,25,entity,36,55418
34,control,25,readout,46,1740
34,control,26,entity,35,19717
34,control,26,entity,36,81626
34,control,26,readout,46,3607
34,control,27,entity,35,11804
34,control,27,entity,36,84985
34,control,27,readout,46,467
34,control,28,entity,35,9832
34,control,28,entity,36,63537
34,control,28,readout,46,455
34,control,29,entity,35,8657
34,control,29,entity,36,69920
34,control,29,readout,46,391
34,control,30,entity,35,7000
34,control,30,entity,36,24514
34,control,30,readout,46,714
35,uncertain,0,entity,35,51640
35,uncertain,0,entity,36,110990
35,uncertain,0,readout,46,16070
35,uncertain,1,entity,35,48006
35,uncertain,1,entity,36,124248
35,uncertain,1,readout,46,15771
35,uncertain,2,entity,35,11077
35,uncertain,2,entity,36,110823
35,uncertain,2,readout,46,344
35,uncertain,3,entity,35,16703
35,uncertain,3,entity,36,122183
35,uncertain,3,readout,46,957
35,uncertain,4,entity,35,8964
35,uncertain,4,entity,36,122818
35,uncertain,4,readout,46,514
35,uncertain,5,entity,35,14356
35,uncertain,5,entity,36,123613
35,uncertain,5,readout,46,445
35,uncertain,6,entity,35,36550
35,uncertain,6,entity,36,125784
35,uncertain,6,readout,46,322
35,uncertain,7,entity,35,1777
35,uncertain,7,entity,36,122733
35,uncertain,7,readout,46,614
35,uncertain,8,entity,35,250
35,uncertain,8,entity,36,57929
35,uncertain,8,readout,46,626
35,uncertain,9,entity,35,227
35,uncertain,9,entity,36,62111
35,uncertain,9,readout,46,146
35,uncertain,10,entity,35,193
35,uncertain,10,entity,36,54502
35,uncertain,10,readout,46,196
35,uncertain,11,entity,35,74
35,uncertain,11,entity,36,10830
35,uncertain,11,readout,46,321
35,uncertain,12,entity,35,436
35,uncertain,12,entity,36,15494
35,uncertain,12,readout,46,348
35,uncertain,13,entity,35,6484
35,uncertain,13,entity,36,55043
35,uncertain,13,readout,46,169
35,uncertain,14,entity,35,3929
35,uncertain,14,entity,36,44883
35,uncertain,14,readout,46,21
35,uncertain,15,entity,35,2940
35,uncertain,15,entity,36,93106
35,uncertain,15,readout,46,18
35,uncertain,16,entity,35,7140
35,uncertain,16,entity,36,107531
35,uncertain,16,readout,46,12
35,uncertain,17,entity,35,6697
35,uncertain,17,entity,36,112901
35,uncertain,17,readout,46,2
35,uncertain,18,entity,35,5571
35,uncertain,18,entity,36,121110
35,uncertain,18,readout,46,2
35,uncertain,19,entity,35,7422
35,uncertain,19,entity,36,125956
35,uncertain,19,readout,46,3
35,uncertain,20,entity,35,17928
35,uncertain,20,entity,36,124909
35,uncertain,20,readout,46,4
35,uncertain,21,entity,35,9226
35,uncertain,21,entity,36,124401
35,uncertain,21,readout,46,3
35,uncertain,22,entity,35,9387
35,uncertain,22,entity,36,116944
35,uncertain,22,readout,46,5
35,uncertain,23,entity,35,5619
35,uncertain,23,entity,36,70200
35,uncertain,23,readout,46,6
35,uncertain,24,entity,35,7824
35,uncertain,24,entity,36,89552
35,uncertain,24,readout,46,29
35,uncertain,25,entity,35,9694
35,uncertain,25,entity,36,58921
35,uncertain,25,readout,46,28
35,uncertain,26,entity,35,19717
35,uncertain,26,entity,36,89412
35,uncertain,26,readout,46,41
35,uncertain,27,entity,35,11804
35,uncertain,27,entity,36,54910
35,uncertain,27,readout,46,12
35,uncertain,28,entity,35,9832
35,uncertain,28,entity,36,54903
35,uncertain,28,readout,46,10
35,uncertain,29,entity,35,8657
35,uncertain,29,entity,36,31557
35,uncertain,29,readout,46,13
35,uncertain,30,entity,35,7000
35,uncertain,30,entity,36,50851
35,uncertain,30,readout,46,25
35,control,0,entity,35,51640
35,control,0,readout,45,16531
35,control,1,entity,35,48006
35,control,1,readout,45,15976
35,control,2,entity,35,11077
35,control,2,readout,45,349
35,control,3,entity,35,16703
35,control,3,readout,45,1068
35,control,4,entity,35,8964
35,control,4,readout,45,509
35,control,5,entity,35,14356
35,control,5,readout,45,456
35,control,6,entity,35,36550
35,control,6,readout,45,316
35,control,7,entity,35,1777
35,control,7,readout,45,688
35,control,8,entity,35,250
35,control,8,readout,45,700
35,control,9,entity,35,227
35,control,9,readout,45,182
35,control,10,entity,35,193
35,control,10,readout,45,212
35,control,11,entity,35,74
35,control,11,readout,45,803
35,control,12,entity,35,436
35,control,12,readout,45,903
35,control,13,entity,35,6484
35,control,13,readout,45,37216
35,control,14,entity,35,3929
35,control,14,readout,45,21460
35,control,15,entity,35,2940
35,control,15,readout,45,6577
35,control,16,entity,35,7140
35,control,16,readout,45,50655
35,control,17,entity,35,6697
35,control,17,readout,45,40597
35,control,18,entity,35,5571
35,control,18,readout,45,28442
35,control,19,entity,35,7422
35,control,19,readout,45,16327
35,control,20,entity,35,17928
35,control,20,readout,45,31144
35,control,21,entity,35,9226
35,control,21,readout,45,9251
35,control,22,entity,35,9387
35,control,22,readout,45,17383
35,control,23,entity,35,5619
35,control,23,readout,45,4847
35,control,24,entity,35,7824
35,control,24,readout,45,3535
35,control,25,entity,35,9694
35,control,25,readout,45,3877
35,control,26,entity,35,19717
35,control,26,readout,45,6653
35,control,27,entity,35,11804
35,control,27,readout,45,1024
35,control,28,entity,35,9832
35,control,28,readout,45,620
35,control,29,entity,35,8657
35,control,29,readout,45,482
35,control,30,entity,35,7000
35,control,30,readout,45,810
36,uncertain,0,entity,35,52265
36,uncertain,0,entity,36,104907
36,uncertain,0,entity,37,26737
36,uncertain,0,entity,38,106739
36,uncertain,0,entity,39,93144
36,uncertain,0,entity,40,71140
36,uncertain,0,readout,50,16214
36,uncertain,1,entity,35,46744
36,uncertain,1,entity,36,124110
36,uncertain,1,entity,37,72050
36,uncertain,1,entity,38,118763
36,uncertain,1,entity,39,121740
36,uncertain,1,entity,40,71301
36,uncertain,1,readout,50,16329
36,uncertain,2,entity,35,10789
36,uncertain,2,entity,36,111982
36,uncertain,2,entity,37,44834
36,uncertain,2,entity,38,103334
36,uncertain,2,entity,39,93309
36,uncertain,2,entity,40,27641
36,uncertain,2,readout,50,362
36,uncertain,3,entity,35,16683
36,uncertain,3,entity,36,119842
36,uncertain,3,entity,37,75972
36,uncertain,3,entity,38,114884
36,uncertain,3,entity,39,116885
36,uncertain,3,entity,40,93034
36,uncertain,3,readout,50,1163
36,uncertain,4,entity,35,8967
36,uncertain,4,entity,36,121518
36,uncertain,4,entity,37,85777
36,uncertain,4,entity,38,109076
36,uncertain,4,entity,39,96218
36,uncertain,4,entity,40,53172
36,uncertain,4,readout,50,545
36,uncertain,5,entity,35,14901
36,uncertain,5,entity,36,122130
36,uncertain,5,entity,37,91575
36,uncertain,5,entity,38,119544
36,uncertain,5,entity,39,85726
36,uncertain,5,entity,40,113823
36,uncertain,5,readout,50,482
36,uncertain,6,entity,35,36262
36,uncertain,6,entity,36,125506
36,uncertain,6,entity,37,107648
36,uncertain,6,entity,38,121934
36,uncertain,6,entity,39,122970
36,uncertain,6,entity,40,124699
36,uncertain,6,readout,50,363
36,uncertain,7,entity,35,1705
36,uncertain,7,entity,36,122031
36,uncertain,7,entity,37,92264
36,uncertain,7,entity,38,111016
36,uncertain,7,entity,39,112869
36,uncertain,7,entity,40,114112
36,uncertain,7,readout,50,702
36,uncertain,8,entity,35,255
36,uncertain,8,entity,36,63133
36,uncertain,8,entity,37,46791
36,uncertain,8,entity,38,71300
36,uncertain,8,entity,39,50613
36,uncertain,8,entity,40,73730
36,uncertain,8,readout,50,685
36,uncertain,9,entity,35,232
36,uncertain,9,entity,36,62792
36,uncertain,9,entity,37,11823
36,uncertain,9,entity,38,102366
36,uncertain,9,entity,39,44876
36,uncertain,9,entity,40,60025
36,uncertain,9,readout,50,162
36,uncertain,10,entity,35,185
36,uncertain,10,entity,36,51146
36,uncertain,10,entity,37,8475
36,uncertain,10,entity,38,119419
36,uncertain,10,entity,39,93593
36,uncertain,10,entity,40,32056
36,uncertain,10,readout,50,180
36,uncertain,11,entity,35,77
36,uncertain,11,entity,36,12706
36,uncertain,11,entity,37,2078
36,uncertain,11,entity,38,81217
36,uncertain,11,entity,39,37113
36,uncertain,11,entity,40,7630
36,uncertain,11,readout,50,270
36,uncertain,12,entity,35,433
36,uncertain,12,entity,36,17425
36,uncertain,12,entity,37,18515
36,uncertain,12,entity,38,120531
36,uncertain,12,entity,39,90786
36,uncertain,12,entity,40,18929
36,uncertain,12,readout,50,254
36,uncertain,13,entity,35,6359
36,uncertain,13,entity,36,55114
36,uncertain,13,entity,37,18926
36,uncertain,13,entity,38,126430
36,uncertain,13,entity,39,117032
36,uncertain,13,entity,40,55024
36,uncertain,13,readout,50,3713
36,uncertain,14,entity,35,3828
36,uncertain,14,entity,36,48276
36,uncertain,14,entity,37,13406
36,uncertain,14,entity,38,127073
36,uncertain,14,entity,39,122051
36,uncertain,14,entity,40,37347
36,uncertain,14,readout,50,487
36,uncertain,15,entity,35,2917
36,uncertain,15,entity,36,93544
36,uncertain,15,entity,37,82605
36,uncertain,15,entity,38,125769
36,uncertain,15,entity,39,118977
36,uncertain,15,entity,40,48272
36,uncertain,15,readout,50,1767
36,uncertain,16,entity,35,7039
36,uncertain,16,entity,36,100151
36,uncertain,16,entity,37,95613
36,uncertain,16,entity,38,127017
36,uncertain,16,entity,39,126656
36,uncertain,16,entity,40,45152
36,uncertain,16,readout,50,10184
36,uncertain,17,entity,35,6571
36,uncertain,17,entity,36,101586
36,uncertain,17,entity,37,106728
36,uncertain,17,entity,38,127179
36,uncertain,17,entity,39,112419
36,uncertain,17,entity,40,73694
36,uncertain,17,readout,50,43651
36,uncertain,18,entity,35,5615
36,uncertain,18,entity,36,120175
36,uncertain,18,entity,37,108666
36,uncertain,18,entity,38,127407
36,uncertain,18,entity,39,65687
36,uncertain,18,entity,40,58426
36,uncertain,18,readout,50,46475
36,uncertain,19,entity,35,7386
36,uncertain,19,entity,36,124832
36,uncertain,19,entity,37,108762
36,uncertain,19,entity,38,127731
36,uncertain,19,entity,39,75669
36,uncertain,19,entity,40,72884
36,uncertain,19,readout,50,93956
36,uncertain,20,entity,35,17617
36,uncertain,20,entity,36,123360
36,uncertain,20,entity,37,117187
